Date,Open,High,Low,Close,Adj Close,Volume
2021-05-28,227.080002,227.179993,225.050003,225.500000,225.161758,20668400
2021-06-01,227.460007,228.559998,225.960007,228.059998,227.717926,23081500
2021-06-02,228.910004,228.919998,226.830002,228.330002,227.987518,18927500
2021-06-03,226.820007,227.619995,224.039993,226.419998,226.080383,24811500
2021-06-04,227.559998,228.059998,226.210007,227.399994,227.058899,19395800
2021-06-07,227.889999,230.779999,227.250000,230.449997,230.104340,24049900
2021-06-08,231.210007,233.479996,229.979996,232.889999,232.540680,27770300
2021-06-09,233.539993,233.639999,230.979996,231.339996,230.992996,18700600
2021-06-10,231.679993,232.179993,228.710007,229.279999,229.279999,29069000
2021-06-11,230.300003,231.800003,230.070007,231.699997,231.699997,16707200
2021-06-14,232.309998,233.350006,230.139999,231.020004,231.020004,19182800
2021-06-15,231.119995,231.470001,228.479996,230.360001,230.360001,17039900
2021-06-16,229.699997,230.679993,227.639999,229.869995,229.869995,24527000
2021-06-17,229.240005,230.199997,224.520004,227.289993,227.289993,48292500
2021-06-18,223.699997,225.740005,221.130005,222.130005,222.130005,54023700
2021-06-21,224.050003,227.500000,223.279999,226.880005,226.880005,26736400
2021-06-22,226.270004,228.410004,224.720001,227.910004,227.910004,21188500
2021-06-23,227.990005,229.960007,227.990005,228.660004,228.660004,22387500
2021-06-24,230.119995,231.910004,228.720001,231.889999,231.889999,21732500
2021-06-25,232.289993,233.410004,231.750000,232.279999,232.279999,27619000
2021-06-28,232.240005,232.589996,228.770004,230.440002,230.440002,25006000
2021-06-29,231.229996,231.729996,228.770004,229.339996,229.339996,18844300
2021-06-30,228.649994,230.320007,227.759995,229.369995,229.369995,26039000
2021-07-01,230.809998,231.850006,229.710007,231.389999,231.389999,18089100
2021-07-02,232.000000,232.080002,228.559998,229.190002,229.190002,21029700
2021-07-06,229.360001,229.460007,223.869995,225.860001,225.860001,27771300
2021-07-07,225.539993,226.669998,221.800003,223.759995,223.759995,28521500
2021-07-08,219.309998,224.080002,217.850006,221.699997,221.699997,42297900
2021-07-09,224.160004,226.449997,223.339996,226.380005,226.380005,23976400
2021-07-12,225.559998,226.889999,224.550003,226.570007,226.570007,16831000
2021-07-13,225.229996,225.740005,222.220001,222.300003,222.300003,25357500
2021-07-14,223.710007,224.360001,218.550003,218.869995,218.869995,30594100
2021-07-15,217.830002,219.059998,214.940002,217.630005,217.630005,45477000
2021-07-16,219.830002,219.880005,214.470001,214.949997,214.949997,36620200
2021-07-19,210.630005,214.449997,209.050003,211.729996,211.729996,58571000
2021-07-20,212.199997,219.270004,211.259995,218.300003,218.300003,40794600
2021-07-21,219.449997,222.220001,219.360001,222.059998,222.059998,28278700
2021-07-22,221.470001,221.929993,217.580002,218.529999,218.529999,32879000
2021-07-23,219.869995,219.949997,216.910004,219.550003,219.550003,23660300
2021-07-26,220.389999,222.050003,219.149994,220.190002,220.190002,22194200
2021-07-27,219.009995,219.080002,215.380005,217.619995,217.619995,35063600
2021-07-28,219.000000,222.589996,217.399994,220.820007,220.820007,33043700
2021-07-29,222.789993,224.440002,222.139999,222.520004,222.520004,22634800
2021-07-30,221.649994,224.050003,220.279999,221.050003,221.050003,28465700
2021-08-02,222.470001,224.550003,219.639999,219.949997,219.949997,24192600
2021-08-03,220.619995,221.119995,217.100006,220.860001,220.860001,27700600
2021-08-04,219.100006,221.199997,217.889999,218.110001,218.110001,25501600
2021-08-05,219.089996,222.429993,218.679993,221.770004,221.770004,16447199
