Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,84.930000,85.830002,84.470001,85.610001,84.261871,2024600
2020-08-06,85.620003,86.110001,84.383003,84.870003,83.533531,1552200
2020-08-07,84.589996,84.820000,81.239998,82.489998,81.191002,1983100
2020-08-10,84.660004,84.889999,82.769997,83.470001,82.155571,1680900
2020-08-11,83.320000,83.698997,81.385002,81.580002,80.295334,1588600
2020-08-12,82.930000,84.289001,82.459999,83.949997,82.628014,1467300
2020-08-13,84.510002,86.389999,84.510002,85.760002,84.409515,1619000
2020-08-14,86.080002,86.300003,84.357002,84.720001,83.385887,1060400
2020-08-17,85.389999,87.750000,85.320000,87.629997,86.250061,1712200
2020-08-18,88.820000,88.959999,87.304001,88.580002,87.185104,1900500
2020-08-19,88.629997,90.379997,88.184998,88.860001,87.460693,1990600
2020-08-20,88.309998,89.989998,88.050003,89.480003,88.070930,1458900
2020-08-21,90.000000,90.419998,89.662003,89.830002,88.415421,1887800
2020-08-24,91.900002,91.900002,87.879997,88.459999,87.066994,2622800
2020-08-25,88.459999,89.582001,87.400002,89.500000,88.090614,1377400
2020-08-26,89.709999,92.120003,89.709000,91.400002,89.960701,1881000
2020-08-27,92.010002,92.010002,89.500000,90.769997,89.340614,1596900
2020-08-28,91.519997,92.980003,91.300003,92.360001,90.905579,1503800
2020-08-31,92.860001,95.680000,92.500000,95.330002,93.828812,3546200
2020-09-01,96.449997,97.290001,95.424004,97.209999,95.679207,3755400
2020-09-02,98.900002,98.900002,93.919998,96.970001,95.442986,4156100
2020-09-03,94.150002,94.199997,88.860001,89.809998,88.395729,4679700
2020-09-04,89.190002,90.180000,81.330002,87.050003,85.679199,5475800
2020-09-08,82.790001,86.089996,82.110001,83.099998,81.791397,3332700
2020-09-09,85.449997,86.900002,84.162003,86.580002,85.216599,3779300
2020-09-10,88.000000,89.400002,85.000000,85.839996,84.488251,3581600
2020-09-11,86.790001,87.309998,83.900002,85.349998,84.005966,2958300
2020-09-14,86.660004,89.279999,86.589996,89.089996,87.687065,2642200
2020-09-15,91.000000,92.699997,90.400002,91.830002,90.383926,2553800
2020-09-16,92.099998,93.309998,91.370003,91.639999,90.196915,1948300
2020-09-17,88.369003,90.360001,88.050003,89.300003,87.893768,1758100
2020-09-18,90.489998,90.863998,87.709999,89.879997,88.464630,1601200
2020-09-21,88.389999,90.699997,86.849998,90.580002,89.153610,2325600
2020-09-22,90.809998,91.790001,88.933998,91.709999,90.265816,1592000
