Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,57.669998,58.880001,57.209999,58.820000,58.820000,1989400
2020-08-06,58.700001,58.880001,56.540001,56.740002,56.740002,2292300
2020-08-07,56.540001,56.730000,53.509998,54.910000,54.910000,3058600
2020-08-10,55.560001,56.099998,51.794998,53.400002,53.400002,4223700
2020-08-11,52.709999,52.959999,50.220001,50.610001,50.610001,4416600
2020-08-12,51.160000,53.610001,50.650002,53.150002,53.150002,3977800
2020-08-13,53.770000,55.320000,53.060001,54.619999,54.619999,2774600
2020-08-14,54.970001,54.970001,52.669998,53.790001,53.790001,2116600
2020-08-17,54.450001,55.900002,53.900002,55.630001,55.630001,2517400
2020-08-18,56.000000,57.599998,55.630001,57.119999,57.119999,2533400
2020-08-19,57.029999,57.529999,55.849998,56.220001,56.220001,1374200
2020-08-20,56.040001,57.654999,56.000000,57.209999,57.209999,1883100
2020-08-21,57.099998,57.099998,55.200001,56.970001,56.970001,1874900
2020-08-24,57.590000,58.459999,55.310001,57.060001,57.060001,2048200
2020-08-25,56.560001,57.650002,55.509998,56.660000,56.660000,2366900
2020-08-26,56.939999,59.419998,56.869999,58.279999,58.279999,2538200
2020-08-27,58.009998,58.318001,56.150002,56.880001,56.880001,2251200
2020-08-28,56.810001,60.980000,56.810001,59.730000,59.730000,4125200
2020-08-31,60.090000,61.840000,58.799999,61.070000,61.070000,3574100
2020-09-01,61.950001,70.349998,61.869999,69.430000,69.430000,8431300
2020-09-02,71.589996,74.839996,68.656998,70.099998,70.099998,9015400
2020-09-03,68.389999,69.529999,60.660000,61.939999,61.939999,7119500
2020-09-04,62.500000,64.550003,56.150002,61.180000,61.180000,5643300
2020-09-08,59.930000,63.299999,59.450001,60.799999,60.799999,5454900
2020-09-09,64.349998,65.300003,61.209999,61.500000,61.500000,6087000
2020-09-10,62.000000,63.680000,59.619999,59.689999,59.689999,8178100
2020-09-11,58.820000,61.250000,53.570000,53.810001,53.810001,15737700
2020-09-14,54.160000,55.090000,52.400002,53.000000,53.000000,5499800
