Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,8.520000,8.600000,8.350000,8.510000,8.510000,265900
2020-08-06,9.000000,9.000000,8.690000,8.800000,8.800000,66300
2020-08-07,8.830000,8.830000,8.480000,8.500000,8.500000,35600
2020-08-10,8.530000,8.750000,8.530000,8.610000,8.610000,97800
2020-08-11,8.910000,9.340000,8.910000,9.320000,9.320000,244800
2020-08-12,9.180000,9.300000,9.101000,9.160000,9.160000,134300
2020-08-13,9.130000,9.400000,9.020000,9.020000,9.020000,81400
2020-08-14,9.090000,9.090000,8.850000,8.850000,8.850000,33900
2020-08-17,8.801000,8.970000,8.740000,8.900000,8.900000,50100
2020-08-18,8.770000,8.845000,8.750000,8.840000,8.840000,65300
2020-08-19,8.730000,8.730000,8.430000,8.470000,8.470000,158600
2020-08-20,8.070000,8.168000,7.910000,8.050000,8.050000,179800
2020-08-21,8.050000,8.150000,8.050000,8.110000,8.110000,40400
2020-08-24,9.000000,9.000000,8.580000,8.660000,8.660000,45900
2020-08-25,8.770000,8.880000,8.760000,8.760000,8.760000,90200
2020-08-26,8.750000,8.950000,8.750000,8.790000,8.790000,33700
2020-08-27,8.770000,8.900000,8.750000,8.770000,8.770000,39600
2020-08-28,8.850000,8.990000,8.650000,8.770000,8.770000,121400
2020-08-31,8.850000,8.850000,8.500000,8.520000,8.520000,48000
2020-09-01,8.500000,8.500000,8.130000,8.130000,8.130000,87100
2020-09-02,8.000000,8.100000,7.790000,7.820000,7.820000,112900
2020-09-03,7.770000,7.770000,7.366000,7.410000,7.410000,91900
2020-09-04,7.750000,7.780000,7.600000,7.770000,7.770000,55100
2020-09-08,7.590000,7.740000,7.400000,7.405000,7.405000,75200
2020-09-09,7.250000,7.250000,7.140000,7.140000,7.140000,58100
2020-09-10,7.020000,7.550000,7.020000,7.485000,7.485000,39900
2020-09-11,7.500000,7.690000,7.490000,7.690000,7.690000,43400
2020-09-14,7.870000,7.900000,7.690000,7.850000,7.850000,19300
2020-09-15,7.850000,7.850000,7.530000,7.550000,7.550000,80900
2020-09-16,7.650000,7.665000,7.600000,7.600000,7.600000,25300
2020-09-17,7.700000,7.700000,7.600000,7.640000,7.640000,19500
2020-09-18,7.670000,7.700000,7.553000,7.570000,7.570000,13500
2020-09-21,7.510000,7.650000,7.510000,7.625000,7.625000,101800
2020-09-22,7.770000,7.827000,7.650000,7.680000,7.680000,33100
2020-09-23,8.000000,8.110000,8.000000,8.110000,8.110000,48900
2020-09-24,8.450000,8.450000,8.274000,8.430000,8.430000,119200
2020-09-25,8.310000,8.310000,8.100000,8.210000,8.210000,44500
2020-09-28,8.110000,8.110000,7.940000,8.090000,8.090000,66700
2020-09-29,8.150000,8.310000,8.130000,8.230000,8.230000,52100
2020-09-30,8.150000,8.250000,8.100000,8.240000,8.240000,63200
2020-10-01,8.300000,8.400000,8.297000,8.360000,8.360000,21200
2020-10-02,8.550000,8.750000,8.550000,8.650000,8.650000,134300
2020-10-05,8.740000,8.845000,8.700000,8.730000,8.730000,59300
2020-10-06,8.530000,8.680000,8.510000,8.520000,8.520000,110900
2020-10-07,8.390000,8.390000,8.130000,8.160000,8.160000,68400
2020-10-08,8.100000,8.160000,8.060000,8.130000,8.130000,79000
2020-10-09,8.040000,8.085000,7.860000,7.880000,7.880000,54900
2020-10-12,7.900000,7.990000,7.900000,7.950000,7.950000,37200
2020-10-13,7.900000,7.950000,7.900000,7.940000,7.940000,59500
2020-10-14,7.700000,7.700000,7.460000,7.490000,7.490000,53500
2020-10-15,7.440000,7.440000,7.130000,7.400000,7.400000,112100
2020-10-16,7.280000,7.330000,7.000000,7.000000,7.000000,103100
2020-10-19,7.000000,7.170000,6.830000,7.110000,7.110000,195600
2020-10-20,7.100000,7.450000,7.100000,7.390000,7.390000,51200
2020-10-21,7.500000,7.870000,7.500000,7.670000,7.670000,54800
2020-10-22,7.670000,7.800000,7.490000,7.510000,7.510000,44200
2020-10-23,7.400000,7.500000,7.334000,7.390000,7.390000,10700
2020-10-26,7.090000,7.290000,7.090000,7.180000,7.180000,141900
2020-10-27,7.395000,7.460000,7.120000,7.120000,7.120000,33100
2020-10-28,7.030000,7.095000,6.850000,6.860000,6.860000,33300
2020-10-29,6.800000,6.800000,6.500000,6.500000,6.500000,81100
2020-10-30,6.749000,6.820000,6.630000,6.770000,6.770000,71900
2020-11-02,6.670000,6.710000,6.500000,6.520000,6.520000,22900
2020-11-03,6.630000,6.630000,6.310000,6.560000,6.560000,28700
2020-11-04,6.550000,6.550000,6.350000,6.360000,6.360000,27000
2020-11-05,6.290000,6.690000,6.290000,6.540000,6.540000,44500
2020-11-06,6.600000,6.880000,6.560000,6.800000,6.800000,26400
2020-11-09,7.030000,7.050000,6.920000,7.010000,7.010000,57700
2020-11-10,6.900000,6.900000,6.650000,6.670000,6.670000,77900
2020-11-11,6.350000,6.458000,6.210000,6.220000,6.220000,98900
2020-11-12,6.500000,6.500000,6.260000,6.410000,6.410000,46700
2020-11-13,6.500000,6.500000,6.232000,6.310000,6.310000,63500
2020-11-16,6.510000,6.510000,6.250000,6.280000,6.280000,14100
2020-11-17,6.480000,6.480000,6.250000,6.250000,6.250000,24300
2020-11-18,6.450000,6.470000,6.336000,6.370000,6.370000,14600
2020-11-19,6.400000,6.710000,6.400000,6.600000,6.600000,93100
2020-11-20,6.540000,6.720000,6.540000,6.610000,6.610000,13600
2020-11-23,6.550000,6.800000,6.500000,6.610000,6.610000,43400
2020-11-24,6.630000,6.660000,6.353000,6.590000,6.590000,89800
2020-11-25,6.750000,6.800000,6.660000,6.700000,6.700000,35400
2020-11-27,6.400000,6.720000,6.360000,6.620000,6.620000,59000
2020-11-30,6.570000,6.570000,6.370000,6.420000,6.420000,39100
2020-12-01,6.420000,6.455000,6.350000,6.410000,6.410000,22700
2020-12-02,6.250000,6.250000,6.129000,6.170000,6.170000,46500
2020-12-03,6.100000,6.290000,6.100000,6.240000,6.240000,37900
2020-12-04,6.420000,6.550000,6.420000,6.540000,6.540000,54200
2020-12-07,6.560000,6.560000,6.260000,6.400000,6.400000,15600
2020-12-08,6.475000,6.495000,6.450000,6.460000,6.460000,14400
2020-12-09,6.640000,6.780000,6.620000,6.710000,6.710000,75800
2020-12-10,6.990000,7.120000,6.985000,7.044000,7.044000,50100
2020-12-11,7.100000,7.200000,7.090000,7.180000,7.180000,54100
2020-12-14,7.270000,7.560000,7.270000,7.300000,7.300000,83300
2020-12-15,7.300000,7.300000,7.270000,7.300000,7.300000,42500
2020-12-16,7.260000,7.280000,7.030000,7.090000,7.090000,42000
2020-12-17,7.210000,7.470000,7.210000,7.410000,7.410000,68300
2020-12-18,7.410000,7.525000,7.360000,7.460000,7.460000,39400
2020-12-21,7.390000,7.500000,7.250000,7.270000,7.270000,57600
2020-12-22,7.440000,7.550000,7.440000,7.512000,7.512000,54200
2020-12-23,7.600000,7.800000,7.590000,7.730000,7.730000,95700
2020-12-24,7.770000,7.770000,7.560000,7.560000,7.560000,13200
2020-12-28,7.750000,7.760000,7.600000,7.635000,7.635000,34600
2020-12-29,7.570000,7.585000,7.110000,7.200000,7.200000,133000
2020-12-30,7.440000,7.690000,7.345000,7.510000,7.510000,176900
2020-12-31,7.590000,7.750000,7.590000,7.700000,7.700000,24700
2021-01-04,8.000000,8.600000,8.000000,8.470000,8.470000,191700
2021-01-05,8.490000,8.940000,8.490000,8.560000,8.560000,219900
2021-01-06,8.500000,8.740000,8.380000,8.530000,8.530000,83000
2021-01-07,9.000000,9.340000,9.000000,9.320000,9.320000,294500
2021-01-08,10.010000,10.570000,10.010000,10.340000,10.340000,364900
2021-01-11,11.350000,12.100000,11.320000,11.800000,11.800000,428100
2021-01-12,10.310000,11.500000,10.310000,10.590000,10.590000,477200
